,varname,long_name,code,table,units,model,outdatatype,dims,stream
talknat,,Seawater alkalinity expressed as mole equivalent natural component,764,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
co3,,Mole concentration of carbonate ion in seawater,765,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
zooc,,Mole concentration of zooplankton expressed as carbon in sea water,766,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
ddipdt,,Change in dissolved phosphate,236,,mol m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
dissicnat,,Mole concentration of dissolved inorganic carbon in sea water natural component,780,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
pp,,Tendency of mole concentration of particulate organic matter expressed as carbon in sea water due to net primary production,778,,mol m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
expsi,,Sinking mole flux of particulate silicon in sea water,776,,mol m-2 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
expcalc,,Sinking mole flux of calcite expressed as carbon in sea water,785,,mol m-2 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
o2sat,,Mole concentration of molecular oxygen in sea water at saturation,772,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
si_2,,Mole concentration of total dissolved inorganic silicon in sea water,782,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
h2sprod,,H2s alk production,187,,mol m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
h2sloss,,H2s alk loss,188,,mol m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
pbfe,,Tendency of ocean mole content of iron due to biological production,774,,mol m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
pbsi,,Tendency of ocean mole content of silicon due to biological production,788,,mol m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
atmco2,,Atmospheric CO2,61,,ppm,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
atmo2,,Atmospheric O2,62,,ppm,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
atmn2,,Atmospheric N2,64,,ppm,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
n2oflux,,N2oflux,93,,kmol N2 m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
spco2,,Surface partial pressure of carbon dioxide in sea water,755,,Pa,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fgdms,,Surface upward mole flux of dimethyl sulfide,721,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fgo2,,Surface downward mole flux of molecular oxygen,742,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
epsi100,,Sinking mole flux of particulate silicon in sea water,737,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth_2', 'y', 'x']",hamocc_data_2d_mm
epcalc100,,Sinking mole flux of calcite expressed as carbon in sea water,733,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth_2', 'y', 'x']",hamocc_data_2d_mm
epc100,,Sinking mole flux of particulate organic matter expressed as carbon in sea water,723,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth_2', 'y', 'x']",hamocc_data_2d_mm
fgco2nat,,Surface downward mass flux of natural carbon dioxide expressed as carbon,716,,kg m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
froc,,Tendency of ocean mole content of organic carbon due to sedimentation,738,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth_3', 'y', 'x']",hamocc_data_2d_mm
fric,,Tendency of ocean mole content of inorganic carbon due to sedimentation,763,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth_3', 'y', 'x']",hamocc_data_2d_mm
dissicos,,Surface dissolved inorganic carbon concentration,107,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
talkos,,Surface total alkalinity,110,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
po4os,,Surface dissolved phosphate concentration,111,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
o2os,,Surface dissolved oxygen concentration,112,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
no3os,,Surface dissolved nitrate concentration,114,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
surf_silica,,Surface dissolved silicate,115,,mol Si m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
dissocos,,Surface dissolved organic carbon concentration,116,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
detcocos,,Surface detrital organic carbon concentration,117,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
surf_hi,,Surface hydrogen ion concentration,120,,kmol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
surf_phy,,Surface phytoplankton concentration,122,,mol C m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
zoocos,,Surface zooplankton carbon concentration,123,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
calcos,,Surface calite concentration,124,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
bsios,,Surface Mole Concentration of Particulate Organic Matter expressed as Silicon in sea water,127,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
surf_dms,,Surface dimethylsulfide,129,,mol S m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
dfeos,,Surface dissolved iron concentration,131,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
surf_aksp,,Surface apparent solubility product for calcite,137,,(kmol m-3)2,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
n2fix_diag,,Diagnostic nitrogen fixation rate,157,,mol N m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
denitr,,Denitrification,159,,mol N m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
zsatcalc,,Minimum depth of calcite undersaturation in sea water,714,,m,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fsfe,,Tendency of ocean mole content of iron due to deposition and runoff and sediment dissolution,715,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
o2min,,Mole concentration of dissolved molecular oxygen in sea water at shallowest local minimum in vertical profile,749,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
zo2min,,Depth at shallowest local minimum in vertical profile of mole concentration of dissolved molecular oxygen in sea water,710,,m,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
dpco2,,Surface carbon dioxide partial pressure difference between sea water and air,746,,Pa,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
dpo2,,Surface molecular oxygen partial pressure difference between sea water and air,708,,Pa,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpcalc,,Net primary mole productivity of carbon by calcareous phytoplankton,730,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpbsi,,Tendency of ocean mole content of silicon due to biological production,705,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intdissic,,Ocean mass content of dissolved inorganic carbon,791,,kg m-2,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fddtdic,,Tendency of ocean mole content of dissolved inorganic carbon,207,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fddtalk,,Integral wrt depth of tendency of sea water alkalinity expressed as mole equivalent,210,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fddtdip,,Tendency of ocean mole content of dissolved inorganic phosphorus,211,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fddtdin,,Tendency of ocean mole content of dissolved inorganic nitrogen,214,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fddtdisi,,Tendency of ocean mole content of dissolved inorganic silicon,215,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpn2,,Tendency of ocean mole content of elemental nitrogen due to fixation,703,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
ndepo,,Nitrogen deposition,174,,mol N m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpdiaz,,Net primary mole productivity of carbon by diazotrophs,201,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fbddtdife,,Tendency of ocean mole content of dissolved inorganic iron due to biological activity,713,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intdic,,Ocean mass content of dissolved inorganic carbon,206,,kg m-2,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fbddtalk,,Integral wrt depth of tendency of sea water alkalinity expressed as mole equivalent due to biological activity,717,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fgco2,,Surface downward mass flux of carbon dioxide expressed as carbon,718,,kg m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpbn,,Tendency of ocean mole content of nitrogen due to biological production,720,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
ocfriver,,Tendency of ocean mole content of organic carbon due to runoff and sediment dissolution,722,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpbp,,Tendency of ocean mole content of phosphorus due to biological production,725,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intdoc,,Ocean mass content of dissolved organic carbon,726,,kg m-2,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fddtdife,,Tendency of ocean mole content of dissolved inorganic iron,728,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
frn,,Tendency of ocean mole content of elemental nitrogen due to denitrification and sedimentation,732,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fbddtdic,,Tendency of ocean mole content of dissolved inorganic carbon due to biological activity,734,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpcalcite,,Tendency of ocean mole content of calcite expressed as carbon due to biological production,740,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
icfriver,,Tendency of ocean mole content of inorganic carbon due to runoff and sediment dissolution,744,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpoc,,Ocean mass content of particulate organic carbon,748,,kg m-2,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fbddtdisi,,Tendency of ocean mole content of dissolved inorganic silicon due to biological processes,753,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpp,,Net primary mole productivity of carbon by phytoplankton,756,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fbddtdin,,Tendency of ocean mole content of dissolved inorganic nitrogen due to biological activity,757,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intpbfe,,Tendency of ocean mole content of iron due to biological production,760,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fbddtdip,,Tendency of ocean mole content of dissolved inorganic phosphorus due to biological activity,761,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fddtalk_all,,Integral wrt depth of tendency of sea water alkalinity expressed as mole equivalent,790,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intdissoc,,Ocean mass content of dissolved organic carbon,792,,kg m-2,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
phycos,,Surface mole concentration of phytoplankton expressed as carbon in sea water,767,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
o2satos,,Surface dissolved oxygen concentration at saturation,796,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
chlos,,Surface mass concentration of phytoplankton expressed as chlorophyll in sea water,768,,kg m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
chldiazos,,Surface mass concentration of diazotrophs expressed as chlorophyll in sea water,797,,kg m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
ponos,,Surface mole concentration of particulate organic matter expressed as nitrogen in sea water,798,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
popos,,Surface mole concentration of particulate organic matter expressed as phosphorus in sea water,799,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
fsn,,Tendency of ocean mole content of elemental nitrogen due to deposition and fixation and runoff,706,,mol m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
prorca,,Detritus sediment flux,94,,mol P m-2 s-1,hamocc,data_2d_mm,"['time', 'depth_3', 'y', 'x']",hamocc_data_2d_mm
h2sos,,Surface h2s alkalinity,144,,mol m-3,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
lysokl,,Depth of lysokline,160,,m,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intdelcar,,Integrated calcium production,185,,mol C m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
intdelsil,,Integrated opal production,186,,mol Si m-2 s-1,hamocc,data_2d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_2d_mm
totalcarbon,,Total carbon,301,,mol C,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
zco2flux,,Global carbon flux,303,,mol C/day,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
totalcarboce,,Total carbon of water column incl pore water,305,,mol C,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
totalcarbsed,,Total carbon of sediment,306,,mol C,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
calcitesediment,,Total calcite of sediment,307,,mol C,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
organsed,,Organic carbon of sediment,308,,mol C,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
totalphos,,Total phosphate,309,,mol P,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
watphos,,Total phosphate of water column incl pore water,310,,mol P,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
sedphos,,Total phosphate of sediment,311,,mol P,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
totalsil,,Total silicate,312,,mol Si,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
watsil,,Total silicate of water column incl pore water,313,,mol Si,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
sedsil,,Total silicate of sediment,314,,mol Si,hamocc,co2,"['time', 'depth', 'lat', 'lon']",hamocc_co2
calcinpglint,,Total inorganic calcium input to sediment,203,,kmol,hamocc,co2,"['time', 'depth_2', 'lat', 'lon']",hamocc_co2
orginpglint,,Total organic calcium input to sediment,204,,kmol,hamocc,co2,"['time', 'depth_2', 'lat', 'lon']",hamocc_co2
silinpglint,,Total silicat input to sediment,205,,kmol,hamocc,co2,"['time', 'depth_2', 'lat', 'lon']",hamocc_co2
ssso12,,Sediment accumulated organic carbon,38,,kmol P m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
sssc12,,Sediment accumulated calcium carbonate,41,,kmol C m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
ssssil,,Sediment accumulated opal,44,,kmol Si m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
ssster,,Sediment accumulated clay,45,,kmol m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
bsso12,,Burial layer of organic carbon,46,,kmol P m-2,hamocc,data_sedi_ym,"['time', 'depth', 'y', 'x']",hamocc_data_sedi_ym
bssc12,,Burial layer of calcium carbonate,47,,kmol C m-2,hamocc,data_sedi_ym,"['time', 'depth', 'y', 'x']",hamocc_data_sedi_ym
bsssil,,Burial layer of opal,48,,kmol Si m-2,hamocc,data_sedi_ym,"['time', 'depth', 'y', 'x']",hamocc_data_sedi_ym
bsster,,Burial layer of clay,49,,kmol m-2,hamocc,data_sedi_ym,"['time', 'depth', 'y', 'x']",hamocc_data_sedi_ym
sedhpl,,Sediment accumulated hydrogen ions,50,,kmol m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
powaic,,Sediment pore water dic,51,,kmol C m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
powaal,,Sediment pore water alkalinity,54,,kmol m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
powaph,,Sediment pore water phosphate,55,,kmol P m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
powaox,,Sediment pore water oxygen,56,,kmol O2 m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
pown2,,Sediment pore water gaseous nitrogen,57,,kmol N2 m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
powno3,,Sediment pore water nitrate (no3),58,,kmol N m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
powasi,,Sediment pore water silicid acid (si(oh)4),59,,kmol Si m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
powafe,,Sediment pore water iron,60,,kmol Fe m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
powah2s,,Sediment pore water h2s alkalinity,63,,kmol m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
prcaca,,Caco3 sediment flux,95,,mol C m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth', 'y', 'x']",hamocc_data_sedi_ym
silpro,,Opal sediment flux,96,,kmol Si m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth', 'y', 'x']",hamocc_data_sedi_ym
produs,,Dust flux to sediment (free+aggregated),97,,kmol m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth', 'y', 'x']",hamocc_data_sedi_ym
denit_sed,,Sediment denitrification,167,,kmol N m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
sred_sed,,Sediment sulfate reduction,168,,kmol P m-3,hamocc,data_sedi_ym,"['time', 'sediment', 'y', 'x']",hamocc_data_sedi_ym
sedfludic,,Sedimentflux to ocean dic,280,,kmol C m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth_2', 'y', 'x']",hamocc_data_sedi_ym
sedflualk,,Sedimentflux to ocean alk,281,,kmol m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth_2', 'y', 'x']",hamocc_data_sedi_ym
sedflupo4,,Sedimentflux to ocean phosphate,282,,kmol P m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth_2', 'y', 'x']",hamocc_data_sedi_ym
sedfluo2,,Sedimentflux to ocean oxygen,283,,kmol O2 m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth_2', 'y', 'x']",hamocc_data_sedi_ym
sedflun2,,Sedimentflux to ocean nitrogen,284,,kmol N m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth_2', 'y', 'x']",hamocc_data_sedi_ym
sedfluno3,,Sedimentflux to ocean nitrate,285,,kmol N m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth_2', 'y', 'x']",hamocc_data_sedi_ym
sedflusi,,Sedimentflux to ocean silicate,286,,kmol Si m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth_2', 'y', 'x']",hamocc_data_sedi_ym
sedflufe,,Sedimentflux to ocean iron,287,,kmol Fe m-2 s-1,hamocc,data_sedi_ym,"['time', 'depth_2', 'y', 'x']",hamocc_data_sedi_ym
h2s,,H2s alkalinity,36,,kmol m-3,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
pt,,Mole concentration of total dissolved inorganic phosphorus in sea water,781,,mol m-3,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
silica,,Mole concentration of silicate in sea water,783,,mol m-3,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
hi,,Hydrogen ion concentration,20,,kmol m-3,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
phy,,Phytoplankton concentration,22,,kmol P m-3,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
an2o,,Laughing gas,28,,kmol N2 m-3,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
dcalc,,Tendency of mole concentration of calcite expressed as carbon in sea water due to dissolution,770,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
dpocdtdiaz,,Tendency of mole concentration of particulate organic matter expressed as carbon in sea water due to net primary production by d,789,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
cyalos_det,,Cyano loss det,142,,mol C m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
n2fix_cya_vol,,Cyanobacteria nitrogen fixation,166,,mol N m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
bddtdip,,Tendency of mole concentration of dissolved inorganic phosphate in sea water due to biological processes,769,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
bddtdic,,Tendency of mole concentration of dissolved inorganic carbon in sea water due to biological processes,771,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
bddtdisi,,Tendency of mole concentration of dissolved inorganic silicate in sea water due to biological processes,773,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
pcalc,,Tendency of mole concentration of calcite expressed as carbon in sea water due to biological production,775,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
bddtdife,,Tendency of mole concentration of dissolved inorganic iron in sea water due to biological processes,777,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
bddtalk,,Tendency of sea water alkalinity expressed as mole equivalent due to biological processes,779,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
remoc,,Tendency of mole concentration of organic matter expressed as carbon in sea water due to remineralization,784,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
bddtdin,,Tendency of mole concentration of dissolved inorganic nitrate in sea water due to biological processes,786,,mol m-3 s-1,hamocc,data_3d_ym,"['time', 'depth', 'y', 'x']",hamocc_data_3d_ym
